"","participante","Já.realizou.alguma.pesquisa.sobre.simbolismo.sonoro.","Já.participou.de.algum.experimento.relacionado.a.dar.nomes.a.Pokémons.","nome","tipo","pokemon","transcript","mantem"
"1595","pl3.25","Não","Não","escurinhov","voador","tirupi","ti-ru-'pi","sim"
"1596","pl3.26","Não","Não","escurinhov","voador","Bist","bis-ti","nao"
"1597","pl3.27","Não","Não","escurinhov","voador","Pinito","pi-'ni-to","sim"
"1598","pl3.28","Não","Não","escurinhov","voador","plu plu","plu 'plu","sim"
"1599","pl3.29","Não","Não","escurinhov","voador","Hpigou","hpi-'gow","nao"
"1600","pl3.30","Não","Não","escurinhov","voador","Straightbird","is-traj-ghti-'biR-di","nao"
"1601","pl3.1","Não","Não","cinzazinhov","voador","corcovel","koR-ko-'vew","sim"
"1602","pl3.2","Não","Não","cinzazinhov","voador","olario","o-la-'rio","sim"
"1603","pl3.3","Sim","Sim","cinzazinhov","voador","pielo","pi-'e-lo","sim"
"1604","pl3.4","Não","Não","cinzazinhov","voador","Asa negra","a-za 'ne-gra","nao"
"1605","pl3.5","Não","Não","cinzazinhov","voador","Vecoza","ve-'ko-za","sim"
"1606","pl3.6","Não","Não","cinzazinhov","voador","Prú","pru","nao"
"1607","pl3.7","Não","Não","cinzazinhov","voador","Inocentemon","i-no-s~e-'te-m~o","nao"
"1608","pl3.8","Não","Não","cinzazinhov","voador","Aresfive","a-res-'fi-ve","nao"
"1609","pl3.9","Não","Não","cinzazinhov","voador","Tablito","ta-'bli-to","sim"
"1610","pl3.10","Não","Não","cinzazinhov","voador","Refight","he-'fi-ght","nao"
"1611","pl3.11","Não","Não","cinzazinhov","voador","papa","pa-pa","nao"
"1612","pl3.12","Não","Não","cinzazinhov","voador","Colier","ko-li-'eR","nao"
"1613","pl3.13","Não","Não","cinzazinhov","voador","folcat","fow-'ka-ti","nao"
"1614","pl3.14","Não","Não","cinzazinhov","voador","gorbi","goR-'bi","sim"
"1615","pl3.15","Não","Não","cinzazinhov","voador","Flobothu","flo-bo-'tu","nao"
"1616","pl3.16","Não","Não","cinzazinhov","voador","Flyflie","flifli-e","nao"
"1617","pl3.17","Não","Não","cinzazinhov","voador","Bapum","ba-'p~u","sim"
"1618","pl3.18","Não","Não","cinzazinhov","voador","Moriscrou","mo-ris-'krow","sim"
"1619","pl3.19","Não","Não","cinzazinhov","voador","Parpord","paR-'poR-di","nao"
"1620","pl3.20","Não","Não","cinzazinhov","voador","treconio","tre-ko-'nio","sim"
"1621","pl3.21","Não","Não","cinzazinhov","voador","flamegray","fla-'me-graj","nao"
"1622","pl3.22","Não","Não","cinzazinhov","voador","Gerbilol","ZeR-bi-'low","sim"
"1623","pl3.23","Não","Não","cinzazinhov","voador","Soles","so-les","sim"
"1624","pl3.24","Não","Não","cinzazinhov","voador","firde","fiR-de","sim"
"1625","pl3.25","Não","Não","cinzazinhov","voador","xombi","S~o-'bi","sim"
"1626","pl3.26","Não","Não","cinzazinhov","voador","Buzzow","bu-'zo-w","nao"
"1627","pl3.27","Não","Não","cinzazinhov","voador","Eschio","es-'kio","nao"
"1628","pl3.28","Não","Não","cinzazinhov","voador","pistil","pis-'tiw","sim"
"1629","pl3.29","Não","Não","cinzazinhov","voador","Iopy","i-'o-pi","sim"
"1630","pl3.30","Não","Não","cinzazinhov","voador","Rendneckpictereo","h~e-di-ne-ki-pi-ki-te-'re-o","nao"
"1631","pl3.1","Não","Não","tourinhonv","evil","lenune","le-'nu-ne","sim"
"1632","pl3.2","Não","Não","tourinhonv","evil","cavirna","ka-'viR-na","sim"
"1633","pl3.3","Sim","Sim","tourinhonv","evil","montul","m~o-'tuw","sim"
"1634","pl3.4","Não","Não","tourinhonv","evil","Bufalossauro","bu-fa-lo-'saw-ro","nao"
"1635","pl3.5","Não","Não","tourinhonv","evil","Pachi","pa-'ki","sim"
"1636","pl3.6","Não","Não","tourinhonv","evil","Lomifitu","lo-mi-fi-'tu","sim"
"1637","pl3.7","Não","Não","tourinhonv","evil","Cornodony","koR-no-'do-ni","sim"
"1638","pl3.8","Não","Não","tourinhonv","evil","Taurecom","taw-'re-k~o","nao"
"1639","pl3.9","Não","Não","tourinhonv","evil","CarliTU","kaR-li-'tu","nao"
"1640","pl3.10","Não","Não","tourinhonv","evil","Bullo","bu-lo","nao"
"1641","pl3.11","Não","Não","tourinhonv","evil","javafantas","Za-va-'f~a-tas","sim"
"1642","pl3.12","Não","Não","tourinhonv","evil","Brave","bra-ve","nao"
"1643","pl3.13","Não","Não","tourinhonv","evil","tirobra","ti-'ro-bra","sim"
"1644","pl3.14","Não","Não","tourinhonv","evil","gardino","gaR-'di-no","sim"
"1645","pl3.15","Não","Não","tourinhonv","evil","Rounsfhayrum","howns-'fajR~u","nao"
"1646","pl3.16","Não","Não","tourinhonv","evil","Mendoncinha","m~e-d~o-'si-Na","nao"
"1647","pl3.17","Não","Não","tourinhonv","evil","Atarion","a-ta-'ri-~o","sim"
"1648","pl3.18","Não","Não","tourinhonv","evil","Bádora","ba-do-ra","sim"
"1649","pl3.19","Não","Não","tourinhonv","evil","Turtor","tuR-'toR","sim"
"1650","pl3.20","Não","Não","tourinhonv","evil","Granoturo","gra-no-'tu-ro","sim"
"1651","pl3.21","Não","Não","tourinhonv","evil","minorock","mi-no-'ro-ki","nao"
"1652","pl3.22","Não","Não","tourinhonv","evil","Brutoi","bru-'toj","nao"
"1653","pl3.23","Não","Não","tourinhonv","evil","Tourox","tow-roS","nao"
"1654","pl3.24","Não","Não","tourinhonv","evil","madero","ma-'de-ro","nao"
"1655","pl3.25","Não","Não","tourinhonv","evil","vituris","vi-tu-'ris","sim"
"1656","pl3.26","Não","Não","tourinhonv","evil","Hornus","oR-'nus","sim"
"1657","pl3.27","Não","Não","tourinhonv","evil","Cotcho","'ko-ti-So","nao"
"1658","pl3.28","Não","Não","tourinhonv","evil","gatuca","ga-'tu-ka","sim"
"1659","pl3.29","Não","Não","tourinhonv","evil","Bluhuio","bluujo","nao"
"1660","pl3.30","Não","Não","tourinhonv","evil","Fdemonbull","fi-de-m~o-'buw","nao"
"1661","pl3.1","Não","Não","azulzinhov","voador","trema","tre-ma","nao"
"1662","pl3.2","Não","Não","azulzinhov","voador","pati","pa-'ti","sim"
"1663","pl3.3","Sim","Sim","azulzinhov","voador","prost","pros-ti","nao"
"1664","pl3.4","Não","Não","azulzinhov","voador","Pingave","p~i-'ga-ve","nao"
"1665","pl3.5","Não","Não","azulzinhov","voador","Vemalo","ve-'ma-lo","sim"
"1666","pl3.6","Não","Não","azulzinhov","voador","Zarádia","za-'ra-dia","sim"
"1667","pl3.7","Não","Não","azulzinhov","voador","Euforialordy","ew-fo-ri-a-'loR-di","nao"
"1668","pl3.8","Não","Não","azulzinhov","voador","Gljglj","gljglj","nao"
"1669","pl3.9","Não","Não","azulzinhov","voador","Papapara","pa-pa-'pa-ra","sim"
"1670","pl3.10","Não","Não","azulzinhov","voador","bulucy","bu-'lu-si","sim"
"1671","pl3.11","Não","Não","azulzinhov","voador","pingo","p~i-go","nao"
"1672","pl3.12","Não","Não","azulzinhov","voador","Az","as","sim"
"1673","pl3.13","Não","Não","azulzinhov","voador","ponilla","po-'ni-la","sim"
"1674","pl3.14","Não","Não","azulzinhov","voador","nepas","ne-pas","sim"
"1675","pl3.15","Não","Não","azulzinhov","voador","Pateingxim","pa-te-~i-'S~i","nao"
"1676","pl3.16","Não","Não","azulzinhov","voador","Happyfet","a-'pife-ti","nao"
"1677","pl3.17","Não","Não","azulzinhov","voador","Uiuio","ujujo","sim"
"1678","pl3.18","Não","Não","azulzinhov","voador","Climpsi","kl~i-pi-'si","sim"
"1679","pl3.19","Não","Não","azulzinhov","voador","Galgorius","gaw-go-'riws","sim"
"1680","pl3.20","Não","Não","azulzinhov","voador","Gritonio","gri-to-'nio","sim"
"1681","pl3.21","Não","Não","azulzinhov","voador","icepeng","i-se-'p~e-gi","nao"
"1682","pl3.22","Não","Não","azulzinhov","voador","Poluresa","po-lu-'re-za","sim"
"1683","pl3.23","Não","Não","azulzinhov","voador","Rolpei","how-'pej","sim"
"1684","pl3.24","Não","Não","azulzinhov","voador","ena","e-na","sim"
"1685","pl3.25","Não","Não","azulzinhov","voador","padas","pa-das","sim"
"1686","pl3.26","Não","Não","azulzinhov","voador","Penteel","p~e-te-'ew","nao"
"1687","pl3.27","Não","Não","azulzinhov","voador","Maagalho","ma-a-'ga-Lo","nao"
"1688","pl3.28","Não","Não","azulzinhov","voador","cantillo","k~a-'ti-lo","sim"
"1689","pl3.29","Não","Não","azulzinhov","voador","Poio","poj-o","sim"
"1690","pl3.30","Não","Não","azulzinhov","voador","Rowarpinguin","ho-waR-p~i-'g~i","nao"
"1691","pl3.1","Não","Não","amarelinhov","voador","blomenau","blo-me-'naw","nao"
"1692","pl3.2","Não","Não","amarelinhov","voador","beco","be-ko","nao"
"1693","pl3.3","Sim","Sim","amarelinhov","voador","zenza","z~e-za","sim"
"1694","pl3.4","Não","Não","amarelinhov","voador","Arararara","a-ra-ra-'ra-ra","nao"
"1695","pl3.5","Não","Não","amarelinhov","voador","Rapeto","ha-'pe-to","sim"
"1696","pl3.6","Não","Não","amarelinhov","voador","Flutome","flu-'to-me","sim"
"1697","pl3.7","Não","Não","amarelinhov","voador","Rachamon","ha-'Sa-m~o","sim"
"1698","pl3.8","Não","Não","amarelinhov","voador","Xuyxuy","SujSuj","sim"
"1699","pl3.9","Não","Não","amarelinhov","voador","Lam","l~a","sim"
"1700","pl3.10","Não","Não","amarelinhov","voador","Zippine","zi-'pi-ne","sim"
"1701","pl3.11","Não","Não","amarelinhov","voador","Passarin","pa-sa-'r~i","nao"
"1702","pl3.12","Não","Não","amarelinhov","voador","Verd","veR-di","nao"
"1703","pl3.13","Não","Não","amarelinhov","voador","lovagw","lo-'va-gw","nao"
"1704","pl3.14","Não","Não","amarelinhov","voador","bique","bi-ke","sim"
"1705","pl3.15","Não","Não","amarelinhov","voador","Rel-lazéw","hew la-'ze-w","nao"
"1706","pl3.16","Não","Não","amarelinhov","voador","Picapi","pi-ka-'pi","nao"
"1707","pl3.17","Não","Não","amarelinhov","voador","Cariona","ka-ri-'o-na","sim"
"1708","pl3.18","Não","Não","amarelinhov","voador","Pacacaratá","pa-ka-ka-ra-'ta","sim"
"1709","pl3.19","Não","Não","amarelinhov","voador","Jilton","Ziw-t~o","sim"
"1710","pl3.20","Não","Não","amarelinhov","voador","Cheígneo","Se-'i-gi-ne-o","sim"
"1711","pl3.21","Não","Não","amarelinhov","voador","thunderbird","t~u-deR-'biR-di","nao"
"1712","pl3.22","Não","Não","amarelinhov","voador","Raguliu","ha-gu-'liw","sim"
"1713","pl3.23","Não","Não","amarelinhov","voador","Pirron","pi-h~o","sim"
"1714","pl3.24","Não","Não","amarelinhov","voador","prichu","pri-'Su","sim"
"1715","pl3.25","Não","Não","amarelinhov","voador","asino","a-'zi-no","sim"
"1716","pl3.26","Não","Não","amarelinhov","voador","Voltic","vow-'ti-c","nao"
"1717","pl3.27","Não","Não","amarelinhov","voador","Ubirapor","u-bi-ra-'poR","nao"
"1718","pl3.28","Não","Não","amarelinhov","voador","sinpol","s~i-'pow","sim"
"1719","pl3.29","Não","Não","amarelinhov","voador","Czirst","ki-ziR-'is-ti","nao"
"1720","pl3.30","Não","Não","amarelinhov","voador","Thunderbird","t~u-deR-'biR-di","nao"
